"ident","ins_buzz_max"
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s149_ch2",-1.14
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s14_ch2",-1
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s150_ch2",-1.44
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s151_ch2",-1.04
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s152_ch2",-0.86
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s153_ch2",-0.67
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s154_ch2",-1.18
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s155_ch2",-0.78
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s156_ch2",-1
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s157_ch2",-0.52
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s158_ch2",-0.73
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s159_ch2",-1
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s15_ch2",-0.69
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s160_ch2",-0.73
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s161_ch2",-1
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s162_ch2",-1.14
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s163_ch2",-1.22
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s164_ch2",-0.78
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s165_ch2",-0.74
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s166_ch2",-0.76
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s167_ch2",-1.18
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s168_ch2",-0.73
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s169_ch2",-0.73
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s16_ch2",-1.59
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s170_ch2",-1.09
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s171_ch2",-1.23
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s172_ch2",-1.47
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s173_ch2",-0.69
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s174_ch2",-0.54
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s175_ch2",-1.67
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s176_ch2",-1.53
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s17_ch2",-1.47
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s18_ch2",-1.87
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s19_ch2",-0.57
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s1_ch2",-1.4
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s20_ch2",-0.24
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s21_ch2",-1.09
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s22_ch2",-1.51
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s23_ch2",-1.36
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s24_ch2",-0.86
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s25_ch2",-1.47
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s26_ch2",-1.49
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s27_ch2",-1.24
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s28_ch2",-0.89
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s29_ch2",-1.78
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s2_ch2",-1.37
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s30_ch2",-1.54
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s31_ch2",-1.47
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s32_ch2",-1.61
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s33_ch2",-0.94
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s34_ch2",-2.99
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s35_ch2",-1.23
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s36_ch2",-1.61
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s37_ch2",-1.37
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s38_ch2",-1.14
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s39_ch2",-1.26
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s3_ch2",-1.43
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s40_ch2",-1.18
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s41_ch2",-1.34
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s42_ch2",-1.54
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s43_ch2",-0.83
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s44_ch2",-0.96
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s45_ch2",-0.65
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s46_ch2",-0.21
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s47_ch2",-0.81
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s48_ch2",-0.96
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s49_ch2",-0.41
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s4_ch2",-1.37
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s50_ch2",-0.54
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s51_ch2",-0.75
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s52_ch2",-0.84
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s53_ch2",-0.92
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s54_ch2",-1.29
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s55_ch2",-1.2
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s56_ch2",-0.61
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s57_ch2",-1.45
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s58_ch2",-0.72
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s59_ch2",-0.82
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s5_ch2",-1.23
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s60_ch2",-1.2
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s61_ch2",-0.87
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s62_ch2",-1.19
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s63_ch2",-0.37
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s64_ch2",-1.44
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s65_ch2",-1.19
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s66_ch2",-0.93
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s67_ch2",-0.9
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s68_ch2",-1.24
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s69_ch2",-1.57
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s6_ch2",-1.61
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s70_ch2",-1.34
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s71_ch2",-0.8
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s72_ch2",-1.3
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s73_ch2",-1.43
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s74_ch2",-2.05
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s75_ch2",-1.71
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s76_ch2",-1.22
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s77_ch2",-1.03
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s78_ch2",-0.97
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s79_ch2",-0.83
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s7_ch2",-1.37
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s80_ch2",-0.56
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s81_ch2",-1.07
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s82_ch2",-0.82
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s83_ch2",-1.12
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s84_ch2",-1.25
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s85_ch2",-0.71
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s86_ch2",-1.46
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s87_ch2",-1.85
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s88_ch2",-1.47
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s89_ch2",-1.2
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s8_ch2",-1.1
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s90_ch2",-0.98
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s91_ch2",-0.72
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s92_ch2",-1.81
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s93_ch2",-0.77
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s94_ch2",-1.16
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s95_ch2",-1.49
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s96_ch2",-1.26
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s97_ch2",-1.19
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s98_ch2",-1.49
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s99_ch2",-1.15
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s9_ch2",-0.94
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000002/2023613-16-37_Episyrphus_balteatus_000002_s10_ch0",-1.3
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000002/2023613-16-37_Episyrphus_balteatus_000002_s11_ch0",-1.23
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000002/2023613-16-37_Episyrphus_balteatus_000002_s12_ch0",-1.06
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000002/2023613-16-37_Episyrphus_balteatus_000002_s13_ch0",-0.34
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000002/2023613-16-37_Episyrphus_balteatus_000002_s14_ch0",-2.06
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000002/2023613-16-37_Episyrphus_balteatus_000002_s15_ch0",-1.02
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000002/2023613-16-37_Episyrphus_balteatus_000002_s17_ch0",-2.05
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000002/2023613-16-37_Episyrphus_balteatus_000002_s18_ch0",-2.01
"Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000002/2023613-16-37_Episyrphus_balteatus_000002_s19_ch0",-1.06
