"source","ident","fold","role"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022613-16-53/000057/2022613-16-53_Nezara_viridula_000057_s6_ch0","Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022613-16-53/000057","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022614-15-44/000033/2022614-15-44_Nezara_viridula_000033_s9_ch0","Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022614-15-44/000033","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Nezara_viridula/202262-15-28/000008/202262-15-28_Nezara_viridula_000008_s64_ch0","Luke - External Data Sources/InsectSound1000/Nezara_viridula/202262-15-28/000008","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Nezara_viridula/202262-15-28/000009/202262-15-28_Nezara_viridula_000009_s26_ch3","Luke - External Data Sources/InsectSound1000/Nezara_viridula/202262-15-28/000009","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Nezara_viridula/202262-15-28/000015/202262-15-28_Nezara_viridula_000015_s32_ch0","Luke - External Data Sources/InsectSound1000/Nezara_viridula/202262-15-28/000015","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Palomena_prasina/2022811-16-28/000016/2022811-16-28_Palomena_prasina_000016_s68_ch2","Luke - External Data Sources/InsectSound1000/Palomena_prasina/2022811-16-28/000016","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Palomena_prasina/2022811-16-28/000060/2022811-16-28_Palomena_prasina_000060_s19_ch0","Luke - External Data Sources/InsectSound1000/Palomena_prasina/2022811-16-28/000060","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Palomena_prasina/2022815-16-45/000043/2022815-16-45_Palomena_prasina_000043_s16_ch3","Luke - External Data Sources/InsectSound1000/Palomena_prasina/2022815-16-45/000043","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Rhaphigaster_nebulos/2023104-16-43/000059/2023104-16-43_Rhaphigaster_nebulos_000059_s73_ch0","Luke - External Data Sources/InsectSound1000/Rhaphigaster_nebulos/2023104-16-43/000059","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Rhaphigaster_nebulos/2023914-16-48/000002/2023914-16-48_Rhaphigaster_nebulos_000002_s1_ch0","Luke - External Data Sources/InsectSound1000/Rhaphigaster_nebulos/2023914-16-48/000002","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Rhaphigaster_nebulos/2023914-16-48/000002/2023914-16-48_Rhaphigaster_nebulos_000002_s2_ch0","Luke - External Data Sources/InsectSound1000/Rhaphigaster_nebulos/2023914-16-48/000002","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Rhaphigaster_nebulos/2023918-17-42/000027/2023918-17-42_Rhaphigaster_nebulos_000027_s61_ch0","Luke - External Data Sources/InsectSound1000/Rhaphigaster_nebulos/2023918-17-42/000027","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Rhaphigaster_nebulos/2023919-16-30/000039/2023919-16-30_Rhaphigaster_nebulos_000039_s34_ch0","Luke - External Data Sources/InsectSound1000/Rhaphigaster_nebulos/2023919-16-30/000039","train"
